"Id Contrato Tenant - prefix","Id Contrato Tenant - number","Id Contrato Tenant","ID Tenant - prefix","ID Tenant - number","ID Tenant","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación","Tipo de Contrato","Fecha firma de contrato","Fecha inicio de devengo","Vigencia inicial contrato","Mes de Revalorización","Base Imponible","Costes Recurrentes Adecuación",Periodicidad,Vencimiento,"Via de Pago","Fecha de inicio de devengo","Plazo inicial del contrato","Condiciones de pago","Número de versión","Fecha de inicio","Fecha final","Fecha de conclusión","Tipo de alquiler","Renta anual","Frecuencia de pago","Categoría de arrendamiento","Rol de la empresa"
TL,10540,TL-010540,TEN,6304,TEN-06304,SPA-NA,83,SPA-NA00083,Activo,"Alexandre GOMBA","2023-12-12 17:15:58",2023-10-13,Alta,,2010-11-27,2025-11-27,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7891,TL-007891,TEN,3684,TEN-03684,SPA-HU,7212,SPA-HU07212,Activo,"Alexandre GOMBA","2023-11-29 15:36:55",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6045,TL-006045,TEN,1714,TEN-01714,SPA-BX,2702,SPA-BX02702,Activo,"Alexandre GOMBA","2023-11-29 15:51:07",2023-10-13,Alta,,2022-01-01,2027-03-30,1.0,4836.03,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8051,TL-008051,TEN,3804,TEN-03804,SPA-IB,10,SPA-IB00010,Activo,"Alexandre GOMBA","2023-11-29 15:29:43",2023-10-13,Alta,,2021-11-02,,,4617.0,,Trimestral,Vencido,,,,,,,,,Fix,,,,Lessor
TL,5371,TL-005371,TEN,933,TEN-00933,SPA-BX,99,SPA-BX00099,Activo,"Alexandre GOMBA","2023-11-29 15:50:50",2023-10-13,Alta,,2022-01-01,2025-08-15,1.0,3779.03,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10524,TL-010524,TEN,6292,TEN-06292,SPA-NA,66,SPA-NA00066,Activo,"Alexandre GOMBA","2023-12-12 17:15:55",2023-10-13,Alta,,2007-03-06,2027-03-06,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11542,TL-011542,TEN,7360,TEN-07360,SPA-SE,404,SPA-SE00404,Activo,"Alexandre GOMBA","2023-12-12 17:16:18",2023-10-13,Alta,,2002-09-10,2027-09-10,4.0,17881.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4805,TL-004805,TEN,429,TEN-00429,SPA-AX,5818,SPA-AX05818,Activo,"Alexandre GOMBA","2023-11-29 15:30:40",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5932,TL-005932,TEN,1648,TEN-01648,SPA-BX,1922,SPA-BX01922,Activo,"Alexandre GOMBA","2023-11-29 15:33:01",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13816,TL-013816,TEN,11153,TEN-11153,SPA-ZX,324,SPA-ZX00324,Activo,"Alexandre GOMBA","2023-11-29 15:53:59",2023-10-13,Alta,,2022-01-01,2024-12-19,1.0,3766.1,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12045,TL-012045,TEN,7989,TEN-07989,SPA-SX,126,SPA-SX00126,Activo,"Alexandre GOMBA","2023-11-29 15:47:09",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5535,TL-005535,TEN,1256,TEN-01256,SPA-BX,503,SPA-BX00503,Activo,"Alexandre GOMBA","2023-11-29 15:32:11",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10666,TL-010666,TEN,6505,TEN-06505,SPA-OR,9390,SPA-OR09390,Activo,"Alexandre GOMBA","2023-11-29 15:43:39",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9103,TL-009103,TEN,4935,TEN-04935,SPA-MA,2744,SPA-MA02744,Activo,"Alexandre GOMBA","2023-11-29 15:39:59",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11592,TL-011592,TEN,7499,TEN-07499,SPA-SE,1005,SPA-SE01005,Activo,"Alexandre GOMBA","2023-12-12 17:19:21",2023-10-13,Alta,,,,10.0,20826.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13171,TL-013171,TEN,8994,TEN-08994,SPA-VX,26,SPA-VX00026,Activo,"Alexandre GOMBA","2023-12-12 17:18:34",2023-10-13,Alta,,2006-09-11,2026-09-11,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6989,TL-006989,TEN,2732,TEN-02732,SPA-CX,462,SPA-CX00462,Activo,"Alexandre GOMBA","2023-11-29 15:51:25",2023-10-13,Alta,,2023-01-11,2031-05-17,1.0,4836.03,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9468,TL-009468,TEN,5310,TEN-05310,SPA-MU,4033,SPA-MU04033,Activo,"Alexandre GOMBA","2023-11-29 15:40:57",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5446,TL-005446,TEN,1191,TEN-01191,SPA-BX,343,SPA-BX00343,Activo,"Alexandre GOMBA","2023-11-29 15:31:58",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8124,TL-008124,TEN,3930,TEN-03930,SPA-IB,101,SPA-IB00101,Activo,"Alexandre GOMBA","2023-11-29 15:37:32",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13860,TL-013860,TEN,9791,TEN-09791,SPA-ZX,449,SPA-ZX00449,Activo,"Alexandre GOMBA","2023-11-29 15:50:19",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10067,TL-010067,TEN,5956,TEN-05956,SPA-MX,2127,SPA-MX02127,Activo,"Alexandre GOMBA","2023-11-29 15:42:16",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11114,TL-011114,TEN,7086,TEN-07086,SPA-PO,6105,SPA-PO06105,Activo,"Alexandre GOMBA","2023-11-29 15:29:48",2023-10-13,Alta,,2021-11-02,,,4005.0,,Trimestral,Vencido,,,,,,,,,Fix,,,,Lessor
TL,8705,TL-008705,TEN,4502,TEN-04502,SPA-LU,7308,SPA-LU07308,Activo,"Alexandre GOMBA","2023-11-29 15:39:08",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11737,TL-011737,TEN,7609,TEN-07609,SPA-SG,1111,SPA-SG01111,Activo,"Alexandre GOMBA","2023-11-29 15:46:41",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5023,TL-005023,TEN,560,TEN-00560,SPA-BI,352,SPA-BI00352,Activo,"Alexandre GOMBA","2023-12-12 17:11:25",2023-10-13,Alta,,2009-02-02,2024-02-02,4.0,7957.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13335,TL-013335,TEN,9360,TEN-09360,SPA-VX,413,SPA-VX00413,Activo,"Alexandre GOMBA","2023-11-29 15:49:11",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10498,TL-010498,TEN,6415,TEN-06415,SPA-NA,11,SPA-NA00011,Activo,"Alexandre GOMBA","2023-11-29 15:43:20",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,14131,TL-014131,TEN,12654,TEN-12654,SPA-BU,4140,SPA-BU04140,Activo,"Alexandre GOMBA","2023-11-22 17:49:48",2023-11-15,Alta,,2022-01-01,2027-01-01,1.0,1215.55,,Mensual,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8326,TL-008326,TEN,4081,TEN-04081,SPA-IB,444,SPA-IB00444,Activo,"Alexandre GOMBA","2023-11-29 15:38:03",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5805,TL-005805,TEN,1403,TEN-01403,SPA-BX,1330,SPA-BX01330,Activo,"Alexandre GOMBA","2023-12-12 17:12:15",2023-10-13,Alta,,2019-10-29,2029-10-29,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6310,TL-006310,TEN,2033,TEN-02033,SPA-CC,6460,SPA-CC06460,Activo,"Alexandre GOMBA","2023-11-29 15:34:01",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6065,TL-006065,TEN,1769,TEN-01769,SPA-BX,2806,SPA-BX02806,Activo,"Alexandre GOMBA","2023-11-29 15:33:15",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10037,TL-010037,TEN,5950,TEN-05950,SPA-MX,2043,SPA-MX02043,Activo,"Alexandre GOMBA","2023-11-29 15:42:15",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5900,TL-005900,TEN,1630,TEN-01630,SPA-BX,1642,SPA-BX01642,Activo,"Alexandre GOMBA","2023-11-29 15:32:57",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7591,TL-007591,TEN,3383,TEN-03383,SPA-GR,5617,SPA-GR05617,Activo,"Alexandre GOMBA","2023-11-29 15:36:23",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4501,TL-004501,TEN,174,TEN-00174,SPA-AB,6430,SPA-AB06430,Activo,"Alexandre GOMBA","2023-11-29 15:30:02",2023-10-13,Alta,,,,10.0,2700.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5574,TL-005574,TEN,1283,TEN-01283,SPA-BX,568,SPA-BX00568,Activo,"Alexandre GOMBA","2023-11-29 15:32:16",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4415,TL-004415,TEN,7,TEN-00007,SPA-AB,35,SPA-AB00035,Activo,"Alexandre GOMBA","2023-12-12 17:10:54",2023-10-13,Alta,,2011-06-27,2026-06-27,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13522,TL-013522,TEN,12304,TEN-12304,,,,Activo,"Alexandre GOMBA","2023-12-12 17:19:23",2023-10-13,Alta,,,2023-11-23,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6287,TL-006287,TEN,2010,TEN-02010,SPA-CC,6186,SPA-CC06186,Activo,"Alexandre GOMBA","2023-11-29 15:33:54",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5335,TL-005335,TEN,1026,TEN-01026,SPA-BX,19,SPA-BX00019,Activo,"Alexandre GOMBA","2023-11-29 15:31:44",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6842,TL-006842,TEN,2530,TEN-02530,SPA-CU,8518,SPA-CU08518,Activo,"Alexandre GOMBA","2023-11-29 15:51:22",2023-10-13,Alta,,2022-01-01,2028-02-09,1.0,4836.03,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12846,TL-012846,TEN,8947,TEN-08947,SPA-TX,7805,SPA-TX07805,Activo,"Alexandre GOMBA","2023-11-29 15:29:47",2023-10-13,Alta,,2021-11-02,,,6612.0,,Trimestral,Vencido,,,,,,,,,Fix,,,,Lessor
TL,9033,TL-009033,TEN,4828,TEN-04828,SPA-MA,2553,SPA-MA02553,Activo,"Alexandre GOMBA","2023-11-29 15:39:48",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13768,TL-013768,TEN,12360,TEN-12360,SPA-ZX,51,SPA-ZX00051,Activo,"Alexandre GOMBA","2023-11-29 15:50:05",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4830,TL-004830,TEN,453,TEN-00453,SPA-AX,6310,SPA-AX06310,Activo,"Alexandre GOMBA","2023-11-29 15:30:44",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10325,TL-010325,TEN,6158,TEN-06158,SPA-MX,6100,SPA-MX06100,Activo,"Alexandre GOMBA","2023-11-29 15:42:46",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
