"ID de energía - prefix","ID de energía - number","ID de energía","Id Site - prefix","Id Site - number","Id Site","Fecha última modificación","Tipo de Suministro",Estado,"Lista temporal","¿Posibilidad de acometida propia?","¿Posibilidad de cesión temporal?","¿Posibilidad de cesión?","¿Posibilidad de conexión propia?","Potencia Prevista","Tensión de suministro","Potencia disponible en propiedad (kW)","Maxima potencia permisible","Punto de conexion de Propiedad","Tipo de sistema Off Grid","Potencia nominal Sistema Off Grid (kW)","Potencia máxima Sistema Off Grid (kW)","Fecha primera instalacion sistema Off Grid","Fecha última actualización mayor sistema Off Grid","Potencia máxima admisible en BIE","Potencia máxima admisible en APM","Potencia máxima contratable Distribuidora","Potencia derechos de enganche (kW)","Potencia derechos de acceso (kW)",CUPS,"Compañía Eléctrica (Comercializadora)","Compañía Eléctrica (Distribuidora)","Número de Contrato Energía","Número de Contrato de Acceso","Tipo de contratación","Voltaje (V)","Tipo Voltaje","Potencia Contratada (Kw) Periodo 1","Potencia Contratada (Kw) Periodo 2","Potencia Contratada (Kw) Periodo 3","Potencia Contratada (Kw) Periodo 4","Potencia Contratada (Kw) Periodo 5","Potencia Contratada (Kw) Periodo 6","Tarifa Acceso","Modo de Facturación","Tipo de Contador","Propiedad del Contador","Ubicación del contador","Número de Contador","Disponibilidad de ICP","Centro de Transformación Asociado","Empresa Inspección Asignada","Número de Contrato","Fecha Contrato CT","Número de Registro Industria","Fecha de Registro Industria","Autoconsumo en el sitio","Número de paneles solares","Potencia panel solar (Wp)","Modelo de panel y fabricante","Potencia total FV (kWp)","Inversor de potencia nominal (kWn)","Modelo de inversor y fabricante","Tipo de contrato de autoconsumo","Nº registro de Industria Suministro","Fecha de Registro Industria Autoconsumo","Nº contrato con Comercializadora","Fecha contrato Suministro","Tensión de suministro (V)","Consumo medio actual (kW)","Consumo medio futuro (kW)","Consumo máximo futuro sin A/A (kW)","Consumo medio futuro con A/A (kW)","Consumo máximo futuro con A/A (kW)","Capacidad total de baterías (Ah)","Fecha Alta","Fecha Efectiva Baja","Fecha Solicitud Baja","Potencia instalada","Punto de conexión","Sección de derivación individual","Interruptor general automatico","Creation Date","Diferencial General","Estado Contrato","Fecha Próxima Revision","Fecha Próxima Inspección"
PW,554,PW-0554,SPA-BI,304,SPA-BI00304,"2023-10-18 22:03:48","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,20.785,0.0,20.785,20.785,20.785,ES0021000009570147WM,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684378917,213069684,"Mercado Libre",3x380,Trifásico,20.785,20.785,20.785,20.785,20.785,20.785,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,37585263,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1009,PW-1009,SPA-BX,561,SPA-BX00561,"2023-11-15 18:06:01","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,20.0,,20.0,13.856,13.856,ES0031408032571001TH0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686169104,500004047586,"Mercado Libre",3x400,Trifásico,13.856,13.856,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,400241422,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1368,PW-1368,SPA-BX,2688,SPA-BX02688,"2023-11-15 18:07:06","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,,,9.2,,9.2,ES0031405272505003EF,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683846280,500004046458,"Mercado Libre",1x230,Monofásico,14.49,14.49,,,,,2.0TD,,"Tipo 5 Sin Telegestión",Distribuidora,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1527,PW-1527,SPA-CA,4213,SPA-CA04213,"2023-10-18 22:13:28","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,19.0,,19.0,17.321,17.321,ES0031104060801001QV0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683880974,500004048921,"Mercado Libre",3x400,Trifásico,17.321,17.321,17.321,17.321,17.321,17.321,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,58514875,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,7197,PW-7197,SPA-VI,8742,SPA-VI08742,"2023-11-15 18:20:45","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,6.6,0.0,14.49,6.6,6.6,ES0021000000006443YT,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684154195,220612961,"Mercado Libre",1x220,Monofásico,6.6,6.6,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,99341643,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,706,PW-0706,SPA-BU,4136,SPA-BU04136,"2024-01-05 10:59:25","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-Yes",Si,,,,,,,,,,,,,,0.0,6.6,6.6,6.6,6.6,ES0021000002181545ES,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684070881,224119084,"Mercado Libre",Otros,"Alta Tensión",3.63,3.63,3.63,3.63,3.63,6.6,6.1TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,44665212,false,true,"MONTAJES Y MANTENIMIENTOS ELECTRICOS 2010 SL",BU4136,2005-10-20,09-ATLI-00025929,2005-11-02,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,"En Vigor",,2020-10-14
PW,2516,PW-2516,SPA-GC,2029,SPA-GC02029,"2023-10-18 21:46:54","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,4169,PW-4169,SPA-MU,418,SPA-MU00418,"2023-11-15 18:10:04","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,11.5,0.0,11.5,11.5,11.5,ES0021000020696832NA,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",683847776,554581840,"Mercado Libre",1x230,Monofásico,11.5,11.5,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,155505257,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6015,PW-6015,SPA-SE,1903,SPA-SE01903,"2023-11-15 18:24:30","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,14.0,,14.0,13.856,13.856,ES0031104332256001GR0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686200597,500004054528,"Mercado Libre",3x400,Trifásico,13.856,13.856,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,700066792,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,3398,PW-3398,SPA-LE,9,SPA-LE00009,"2023-11-15 18:15:23","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,,0.0,20.785,,20.785,ES0021000010223875CG,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684108914,221021061,"Mercado Libre",3x400,Trifásico,27.68,27.68,27.68,27.68,27.68,27.68,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4","En Propiedad",,88513824,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,16093,PW-16093,SPA-LE,182,SPA-LE00182,"2024-01-02 17:24:32","Tipo 1 (propio on grid)","En Curso","Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-02,,,,
PW,7233,PW-7233,SPA-VX,21,SPA-VX00021,"2023-11-15 18:11:08","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,13.85,0.0,33.85,13.85,13.85,ES0021000008321016HG,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684099482,218934002,"Mercado Libre",3x400,Trifásico,13.85,13.85,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,60127450,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,7270,PW-7270,SPA-VX,73,SPA-VX00073,"2023-11-15 18:11:17","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,15.1,0.0,35.1,15.1,15.1,ES0021000007995001BZ,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684400273,219123251,"Mercado Libre",3x400,Trifásico,5.0,5.0,5.0,5.0,5.0,15.1,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,146800174,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,16067,PW-16067,SPA-NA,104,SPA-NA00104,"2023-11-15 18:16:36","Tipo 1 (propio on grid)",Baja,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,6.6,0.0,6.6,6.6,6.6,ES0021000010564303DD,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684369783,225029716,"Mercado Libre",1x220,Monofásico,6.6,6.6,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,99348262,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-18,,,,
PW,6388,PW-6388,SPA-SX,7207,SPA-SX07207,"2023-11-15 18:19:56","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,14.49,,14.49,9.2,9.2,ES0027460000022813RA,"IBERDROLA CLIENTES, S.A.U.","VIESGO DISTRIBUCIÓN ELECTRICA, S.L",686210189,6105559303,"Mercado Libre",1x230,Monofásico,14.49,14.49,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,5330,PW-5330,SPA-OX,1301,SPA-OX01301,"2023-11-15 18:17:26","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,13.86,0.0,13.86,13.86,13.86,ES0026000000882208EJ0F,"IBERDROLA CLIENTES, S.A.U.","HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U",684088617,1005795279,"Mercado Libre",3x400,Trifásico,13.86,13.86,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,45438489,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,5625,PW-5625,SPA-PO,6504,SPA-PO06504,"2023-11-15 18:18:22","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,17.321,0.0,17.321,17.32,17.32,ES0022000007969211EC1P,"IBERDROLA CLIENTES, S.A.U.","UFD DISTRIBUCIÓN ELECTRICIDAD, SA",684133301,1000608640,"Mercado Libre",3x400,Trifásico,17.32,17.32,17.32,17.32,17.32,17.32,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,45743802,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2023-05-10,,,,
PW,4781,PW-4781,SPA-MX,3792,SPA-MX03792,"2023-11-15 18:03:25","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,15.1,0.0,15.1,15.1,15.1,ES0021000011225555DB,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684118830,234559056,"Mercado Libre",3x400,Trifásico,15.1,15.1,15.1,15.1,15.1,15.1,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,47509072,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6000,PW-6000,SPA-SE,1331,SPA-SE01331,"2024-01-05 11:02:01","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-Yes",Si,,,,,,,,,,,,,,6.9,,6.9,6.9,6.9,ES0031102811612001LN0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683835105,500004047119,"Mercado Libre",1x230,Monofásico,6.6,6.6,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,99089002,false,true,"GARTEL TELEFONIA Y COMUNICACION, S.L.",,,,,Si,9.0,400.0,,3.6,,,,,,,,,,,,,,,,,,,,,32.0,2023-05-10,,"En Vigor",,2019-10-15
PW,3081,PW-3081,SPA-IB,41,SPA-IB00041,"2023-11-15 18:08:36","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,14.4,,14.4,11.5,11.5,ES0031500017764009EN0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683853429,500004047408,"Mercado Libre",1x230,Monofásico,11.5,11.5,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,9453.0,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,1375,PW-1375,SPA-BX,2711,SPA-BX02711,"2023-11-15 18:07:08","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,6.9,,6.9,6.9,6.9,ES0031448020480001DK0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683838209,500004047945,"Mercado Libre",1x230,Monofásico,6.9,6.9,,,,,2.0TD,,"Tipo 5 Sin Telegestión",Distribuidora,,6983485.0,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,30.0,2023-05-10,,,,
PW,7381,PW-7381,SPA-VX,602,SPA-VX00602,"2023-10-18 22:01:27","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6807,PW-6807,SPA-TO,2123,SPA-TO02123,"2023-11-15 18:04:55","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-Yes",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,"MONTAJES Y MANTENIMIENTOS ELECTRICOS 2010 SL",,2011-08-01,,2011-10-17,No,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2023-05-10,,"En Vigor",,2019-05-22
PW,3300,PW-3300,SPA-IB,561,SPA-IB00561,"2023-10-18 21:58:29","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3804,PW-3804,SPA-LX,9842,SPA-LX09842,"2023-11-15 18:09:41","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,9.2,9.2,9.2,,0.0,ES0223000000002851PT,"IBERDROLA CLIENTES, S.A.U.","ELÉCTRICA DE GUIXÉS, SL",,,"Mercado Libre",1x230,Monofásico,9.2,9.2,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,46059076,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1017,PW-1017,SPA-BX,570,SPA-BX00570,"2023-11-15 18:06:04","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,17.321,,17.321,20.0,20.0,ES0031405485048013JV0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",684145820,500004054438,"Mercado Libre",3x400,Trifásico,17.321,17.321,17.321,17.321,17.321,17.321,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,33011926,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2023-05-10,,,,
PW,3218,PW-3218,SPA-IB,328,SPA-IB00328,"2023-11-15 18:09:05","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,13.856,,13.856,13.856,13.856,ES0031500146074076WW0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686168495,500004048364,"Mercado Libre",3x400,Trifásico,13.856,13.856,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,400271218,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,40.0,2023-05-10,,,,
PW,4383,PW-4383,SPA-MX,352,SPA-MX00352,"2023-11-15 18:02:02","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,13.856,0.0,13.856,13.856,13.856,ES0022000007856657MM1P,"IBERDROLA CLIENTES, S.A.U.","UFD DISTRIBUCIÓN ELECTRICIDAD, SA",686167624,1000610195,"Mercado Libre",3x400,Trifásico,13.856,13.856,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,100027498,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6706,PW-6706,SPA-TO,122,SPA-TO00122,"2023-11-15 18:04:35","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-Yes",Si,,,,,,,,,,,,,,0.0,6.6,6.6,6.6,6.6,ES0021000010915870EK,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684095877,229989639,"Mercado Libre",Otros,"Alta Tensión",8.05,8.05,8.05,8.05,8.05,8.05,6.1TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,60170856,false,true,"MONTAJES Y MANTENIMIENTOS ELECTRICOS 2010 SL",,2011-08-01,,2011-10-17,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,"En Vigor",,2019-05-16
PW,5567,PW-5567,SPA-PO,6131,SPA-PO06131,"2023-11-15 18:18:09","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,15.0,0.0,15.0,13.8,13.8,ES0022000007927581YC1P,"IBERDROLA CLIENTES, S.A.U.","UFD DISTRIBUCIÓN ELECTRICIDAD, SA",686166085,1000605503,"Mercado Libre",3x400,Trifásico,13.8,13.8,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,46319279,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,5132,PW-5132,SPA-OR,23,SPA-OR00023,"2023-10-18 22:07:49","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,116,PW-0116,SPA-AB,6021,SPA-AB06021,"2023-11-15 17:59:37","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,14.49,0.0,14.49,14.49,14.49,ES0021000010349313TT,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684136612,223994893,"Mercado Libre",1x220,Monofásico,14.49,14.49,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,125030771,false,false,,,,,,Si,12.0,390.0,,4.68,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2077,PW-2077,SPA-CU,8508,SPA-CU08508,"2023-11-15 18:00:26","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,8.05,0.0,14.49,8.05,8.05,ES0021000003036565YX,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684369795,225674051,"Mercado Libre",1x220,Monofásico,8.05,8.05,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,2000011603,false,false,,,,,,Si,12.0,250.0,,3.0,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6067,PW-6067,SPA-SG,1111,SPA-SG01111,"2023-11-15 18:18:58","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,10.35,0.0,10.35,10.35,10.35,ES0022000007987015ZE1P,"IBERDROLA CLIENTES, S.A.U.","UFD DISTRIBUCIÓN ELECTRICIDAD, SA",686178968,1000603387,"Mercado Libre",1x220,Monofásico,10.35,10.35,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,50017038,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3586,PW-3586,SPA-LO,516,SPA-LO00516,"2023-10-18 22:07:01","Tipo 3 (propio off grid)",Activo,"Tipo 3 (propio off grid)-No-No",No,,,,,,,,,Híbrido,3.0,3.0,2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,2015-06-18,,,,,,,2023-05-10,,,,
PW,11488,PW-11488,SPA-SX,4511,SPA-SX04511,"2023-11-15 18:24:45","Tipo 1 (propio on grid)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,ES0027460000057631LE0F,"IBERDROLA CLIENTES, S.A.U.","VIESGO DISTRIBUCIÓN ELECTRICA, S.L",,,"Mercado Libre",3x400,Trifásico,17.321,17.321,17.321,17.321,17.321,17.321,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-21,,,,
PW,1754,PW-1754,SPA-CR,23,SPA-CR00023,"2023-10-18 21:45:14","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3361,PW-3361,SPA-JX,8052,SPA-JX08052,"2023-12-12 13:18:04","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,16.44,,16.44,13.943,13.943,ES0031101849906002WM0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686187647,500004048323,"Mercado Libre",3x230,Trifásico,13.943,13.943,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,400284020,false,false,,,,,,Si,15.0,390.0,,5.85,,,,,,,,,,,,,,,,,,,,,40.0,2023-05-10,,,,
PW,6420,PW-6420,SPA-SX,9122,SPA-SX09122,"2023-10-18 22:11:44","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3251,PW-3251,SPA-IB,390,SPA-IB00390,"2023-11-15 18:09:12","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,10.35,,10.35,10.35,10.35,ES0031500178741007FX0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683853223,500004046262,"Mercado Libre",1x230,Monofásico,10.35,10.35,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,31099327,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,32.0,2023-05-10,,,,
PW,450,PW-0450,SPA-BA,104,SPA-BA00104,"2023-11-15 18:21:10","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,,,9.959,,9.52,ES0031101521618034KF0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683872424,500004047968,"Mercado Libre",3x380,Trifásico,15.935,15.935,15.935,15.935,15.935,15.935,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,20529864,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1981,PW-1981,SPA-CS,286,SPA-CS00286,"2023-10-18 21:56:27","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2421,PW-2421,SPA-GC,82,SPA-GC00082,"2023-11-15 18:00:43","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,9.2,,9.2,9.2,9.2,ES0031607176853025PF0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683836122,500004047649,"Mercado Libre",1x230,Monofásico,9.2,9.2,,,,,2.0TD,,"Tipo 5 Sin Telegestión",Distribuidora,,6897393.0,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
