"WO - ID - prefix","WO - ID - number","WO - ID","ID Solicitud de Acceso - prefix","ID Solicitud de Acceso - number","ID Solicitud de Acceso","ID Site de trabajo - prefix","ID Site de trabajo - number","ID Site de trabajo","ID Site de trabajo (Descargas Baterias) - prefix","ID Site de trabajo (Descargas Baterias) - number","ID Site de trabajo (Descargas Baterias)",Solicitante,Estado,"Fecha de creación","Ultimo cambio",Título,"Descripción del Trabajo",Tipo,"¿Impacto en el servicio?","Fecha de inicio del impacto del servicio","Fecha de finalización del impacto del servicio","Fecha ejecución","Estado Cierre","ID Ocean","Fecha próxima revisión","ID de emplazamiento - prefix","ID de emplazamiento - number","ID de emplazamiento","Trabajo completo","Trabajo realizado","Fin de trabajo (previsto)","Fin del trabajo","Inicio de obra","Inicio de obra (previsto)","Reconocimiento requerido","No empezar antes","coordenadas - Latitude - WGS 84","coordenadas - Longitude - WGS 84","coordenadas - Elevation",Razón,"Trabajo realizado","Trabajo por hacer","Próxima visita preventiva en","Próxima visita PM","¿Se requiere acceso al sitio?",Dominio,"Fecha de inicio prevista","Fecha de finalización prevista"
WO,2392,WO-2392,,,-,,,,SPA-CR,3205,SPA-CR03205,"System Administrator",Cerrado,"2023-11-14 18:42:06","2023-11-15 12:06:30","2112305029876_CR3205-REVISION__MTO_-11-02-2019.PDF","2112305029876_CR3205-REVISION__MTO_-11-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,1769,LO-001769,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3984,WO-3984,,,-,,,,SPA-CS,129,SPA-CS00129,"System Administrator",Cerrado,"2024-01-18 17:33:26","2024-01-18 18:01:26","2517365112310_CS0129_INFORME_REVISION_VINAROZ_2023.PDF","2517365112310_CS0129_INFORME_REVISION_VINAROZ_2023.PDF","Revision (MTO)",NO,,,,,,03.05.2024,LO,1896,LO-001896,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3668,WO-3668,,,-,,,,SPA-BU,4300,SPA-BU04300,"System Administrator",Cerrado,"2023-11-14 19:11:29","2023-11-15 12:16:28","1608263910264_BU4300-CON_DEFECTOS.PDF","1608263910264_BU4300-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,730,LO-000730,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3743,WO-3743,,,-,,,,SPA-AX,6310,SPA-AX06310,"System Administrator",Cerrado,"2023-11-14 19:13:18","2023-11-15 12:24:04","0316563016512_AX6310_INFORME_MANTENIMIENTO_LA_NUCIA_2022.PDF","0316563016512_AX6310_INFORME_MANTENIMIENTO_LA_NUCIA_2022.PDF","Revision (MTO)",NO,,,,,,,LO,351,LO-000351,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3440,WO-3440,,,-,,,,SPA-MX,1047,SPA-MX01047,"System Administrator",Cerrado,"2023-11-14 19:06:13","2023-11-15 12:18:56",011436409443_MX1047.PDF,011436409443_MX1047.PDF,"Revision (MTO)",NO,,,,,,,LO,4538,LO-004538,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2436,WO-2436,,,-,,,,SPA-GU,9145,SPA-GU09145,"System Administrator",Cerrado,"2023-11-14 18:43:10","2023-11-15 12:19:02","2112305327037_GU9145-REVISION__MTO_-06-03-2019.PDF","2112305327037_GU9145-REVISION__MTO_-06-03-2019.PDF","Revision (MTO)",NO,,,,,,,LO,2777,LO-002777,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3220,WO-3220,,,-,,,,SPA-SS,5616,SPA-SS05616,"System Administrator",Cerrado,"2023-11-14 19:01:08","2023-11-15 12:10:36","0312220921432_SS5616-REV_MTO_17-08-2022.PDF","0312220921432_SS5616-REV_MTO_17-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,6227,LO-006227,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3946,WO-3946,,,-,,,,SPA-CU,8677,SPA-CU08677,"System Administrator",Cerrado,"2024-01-18 17:32:29","2024-01-18 18:01:02","0315513719559_CU8677-REV_MTO_20-03-2023.PDF","0315513719559_CU8677-REV_MTO_20-03-2023.PDF","Revision (MTO)",NO,,,,,,,LO,2058,LO-002058,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3487,WO-3487,,,-,,,,SPA-TO,411,SPA-TO00411,"System Administrator",Cerrado,"2023-11-14 19:07:17","2023-11-15 12:14:27","1812442617985_TO0411-REV__MTO_07-06-2022.PDF","1812442617985_TO0411-REV__MTO_07-06-2022.PDF","Revision (MTO)",NO,,,,,,,LO,6717,LO-006717,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3734,WO-3734,,,-,,,,SPA-TE,19,SPA-TE00019,"System Administrator",Cerrado,"2023-11-14 19:13:05","2023-11-15 12:20:58","271014372266_TE0019-REV_MTO_22-08-2022.PDF","271014372266_TE0019-REV_MTO_22-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,6402,LO-006402,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3669,WO-3669,,,-,,,,SPA-BU,4302,SPA-BU04302,"System Administrator",Cerrado,"2023-11-14 19:11:30","2023-11-15 12:19:51","160827459497_BU4302-CON_DEFECTOS.PDF","160827459497_BU4302-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,732,LO-000732,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3726,WO-3726,,,-,,,,SPA-AB,6326,SPA-AB06326,"System Administrator",Cerrado,"2023-11-14 19:12:54","2023-11-15 12:24:44","2709544826018_AB6326-REV_MTO_05-09-2022.PDF","2709544826018_AB6326-REV_MTO_05-09-2022.PDF","Revision (MTO)",NO,,,,,,,LO,68,LO-000068,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4355,WO-4355,,,-,,,,SPA-CX,986,SPA-CX00986,"System Administrator",Cerrado,"2024-01-18 17:42:07","2024-01-18 18:05:12",0416015517199_CX0986.PDF,0416015517199_CX0986.PDF,"Inspecciones (OCA)",NO,,,,,,,LO,2184,LO-002184,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4894,WO-4894,,,-,,,,,,,"Yolanda García",Abierto,"2024-02-02 08:45:15","2024-02-02 08:45:15",PREVENTIVOS,"OT.MANTENIMIENTO PREVENTIVO PRUEBA DE ALARMAS Y DESCARGA EN  SPA-CC06184","Inspección Preventiva",NO,"2024-02-05 08:00:00","2024-02-09 23:59:00",,,,,,,-,false,,,,,,false,2024-02-02,,,,,,,,,,,,
WO,4530,WO-4530,SAR,190,SAR-000190,SPA-OX,1,SPA-OX00001,,,,"DNO Accesos",Abierto,"2024-01-29 08:57:53","2024-01-29 09:02:57","444200  OX0000","CCG Acceso-2024-01-29-0001  Revisión de equipos  por avería",Urgente,NO,,,,,,,,,-,false,,,,,,false,2024-01-29,,,,,,,,,,,,
WO,4130,WO-4130,,,-,,,,SPA-BU,4136,SPA-BU04136,"System Administrator",Cerrado,"2024-01-18 17:36:57","2024-01-18 18:02:56",0610082515354_BU4136.PDF,0610082515354_BU4136.PDF,"Revision (MTO)",NO,,,,,,25.10.2024,LO,650,LO-000650,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4145,WO-4145,,,-,,,,SPA-CU,8457,SPA-CU08457,"System Administrator",Cerrado,"2024-01-18 17:37:20","2024-01-18 18:03:05","041755176064_CU8457-REV__MTO_27-09-2023.PDF","041755176064_CU8457-REV__MTO_27-09-2023.PDF","Revision (MTO)",NO,,,,,,27.09.2024,LO,2003,LO-002003,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3476,WO-3476,,,-,,,,SPA-TO,73,SPA-TO00073,"System Administrator",Cerrado,"2023-11-14 19:07:03","2023-11-15 12:09:12","1812173324171_CERT_AT-TO-007_22_TOTEM_TO0073_CORRAL_DE_ALMALAGUER_CT.PDF","1812173324171_CERT_AT-TO-007_22_TOTEM_TO0073_CORRAL_DE_ALMALAGUER_CT.PDF","Inspecciones (OCA)",NO,,,,,,06.06.2025,LO,6661,LO-006661,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4054,WO-4054,,,-,,,,SPA-GU,49,SPA-GU00049,"System Administrator",Cerrado,"2024-01-18 17:35:07","2024-01-18 18:02:09","101051365842_GU0049-REV__MTO_16-10-2023.PDF","101051365842_GU0049-REV__MTO_16-10-2023.PDF","Revision (MTO)",NO,,,,,,16.10.2024,LO,2743,LO-002743,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3844,WO-3844,,,-,,,,SPA-HX,9480,SPA-HX09480,"System Administrator",Cerrado,"2024-01-18 17:29:58","2024-01-18 17:59:58","1110493525407_HX9480-REVISION__MTO_-02-08-2023.PDF","1110493525407_HX9480-REVISION__MTO_-02-08-2023.PDF","Revision (MTO)",NO,,,,,,,LO,2933,LO-002933,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3380,WO-3380,,,-,,,,SPA-TO,2123,SPA-TO02123,"System Administrator",Cerrado,"2023-11-14 19:04:50","2023-11-15 12:22:41","1914024228822_TO2123-TOTEM.PDF","1914024228822_TO2123-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,6786,LO-006786,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4328,WO-4328,,,-,,,,SPA-SE,128,SPA-SE00128,"System Administrator",Cerrado,"2024-01-18 17:41:31","2024-01-18 18:04:56","2213340318581_01370311_ORANGE_ESPAGNE__SAU_SE0128___LAMT_PERIO_FAV.PDF","2213340318581_01370311_ORANGE_ESPAGNE__SAU_SE0128___LAMT_PERIO_FAV.PDF","Inspecciones (OCA)",NO,,,,,,,LO,5786,LO-005786,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,5208,WO-5208,,,-,,,,,,,"Pablo Fernandez martinez",Cerrado,"2024-02-06 17:26:57","2024-02-06 17:29:15",PX0015,"ADECUACION PX0015",Infraestructura,NO,,,"2024-02-06 18:00:00",Favorable,,,,,-,false,,,,,,false,2024-02-06,,,,,,,,,,,,
WO,2913,WO-2913,,,-,,,,SPA-BU,4122,SPA-BU04122,"System Administrator",Cerrado,"2023-11-14 18:54:10","2023-11-15 12:20:19","211605574550_BU4122-DEFECTOS_CORREGIDOS.PDF","211605574550_BU4122-DEFECTOS_CORREGIDOS.PDF","Revision (MTO)",NO,,,,,,,LO,641,LO-000641,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3960,WO-3960,,,-,,,,SPA-GU,9188,SPA-GU09188,"System Administrator",Cerrado,"2024-01-18 17:32:50","2024-01-18 18:01:10","1911141232767_GU9188-REV_MTO_28-03-2023.PDF","1911141232767_GU9188-REV_MTO_28-03-2023.PDF","Revision (MTO)",NO,,,,,,,LO,2798,LO-002798,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4775,WO-4775,SAR,442,SAR-000442,SPA-AX,201,SPA-AX00201,,,,"DNO Accesos",Abierto,"2024-01-31 17:00:25","2024-01-31 17:05:27","444148    AX0201","REPLANTEO (TOMA DE DATOS Y REVISION DE EQUIPOS/ANTENAS ORANGE)",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-01-31,,,,,,,,,,,,
WO,3166,WO-3166,,,-,,,,SPA-SG,9202,SPA-SG09202,"System Administrator",Cerrado,"2023-11-14 18:59:51","2023-11-15 12:15:34",140956428575_SG9202.PDF,140956428575_SG9202.PDF,"Revision (MTO)",NO,,,,,,,LO,6068,LO-006068,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4585,WO-4585,SAR,245,SAR-000245,SPA-MX,183,SPA-MX00183,,,,"DNO Accesos",Abierto,"2024-01-29 14:28:34","2024-01-29 14:32:46","443769 - MX0183","MEDICION INTERFERENCIAS EN INSTALACIONES ORANGE.","Inspecciones (OCA)",NO,,,,,,,,,-,false,,,,,,false,2024-01-29,,,,,,,,,,,,
WO,2926,WO-2926,,,-,,,,SPA-LU,7720,SPA-LU07720,"System Administrator",Cerrado,"2023-11-14 18:54:29","2023-11-15 12:11:08","210931533332_LU7720-DEFFECTOS_CORREGIDOS.PDF","210931533332_LU7720-DEFFECTOS_CORREGIDOS.PDF","Revision (MTO)",NO,,,,,,,LO,3608,LO-003608,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3114,WO-3114,,,-,,,,SPA-CU,8540,SPA-CU08540,"System Administrator",Cerrado,"2023-11-14 18:58:38","2023-11-15 12:20:43",0915452422078_CU8540.PDF,0915452422078_CU8540.PDF,"Inspecciones (OCA)",NO,,,,,,29.07.2024,LO,2040,LO-002040,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4056,WO-4056,,,-,,,,SPA-LE,1718,SPA-LE01718,"System Administrator",Cerrado,"2024-01-18 17:35:09","2024-01-18 18:02:10",2008430720439_LE1718.PDF,2008430720439_LE1718.PDF,"Revision (MTO)",NO,,,,,,18.10.2024,LO,3474,LO-003474,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3939,WO-3939,,,-,,,,SPA-CU,8510,SPA-CU08510,"System Administrator",Cerrado,"2024-01-18 17:32:18","2024-01-18 18:00:58","031546357160_CU8510-REV_MTO_17-03-2023.PDF","031546357160_CU8510-REV_MTO_17-03-2023.PDF","Revision (MTO)",NO,,,,,,,LO,2027,LO-002027,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,2301,WO-2301,,,-,,,,SPA-LE,991,SPA-LE00991,"System Administrator",Cerrado,"2023-11-14 18:39:56","2023-11-15 12:14:54","2112304330502_LE0991-REVISION__MTO_-10-06-2019.PDF","2112304330502_LE0991-REVISION__MTO_-10-06-2019.PDF","Revision (MTO)",NO,,,,,,,LO,3428,LO-003428,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4938,WO-4938,,,-,,,,,,,"Yolanda García",Abierto,"2024-02-02 10:47:54","2024-02-02 10:47:54",PREVENTIVOS,"OT.Mto Preventivo Completo P3  en SPA-NA00021","Inspección Preventiva",NO,"2024-02-05 08:00:00","2024-02-09 23:59:00",,,,,,,-,false,,,,,,false,2024-02-02,,,,,,,,,,,,
WO,4396,WO-4396,SAR,2,SAR-000002,SPA-GR,5940,SPA-GR05940,,,,"Javier Santos Redin",Cerrado,"2024-01-20 09:50:24","2024-01-22 11:33:00","PRUEBA COS JSR 20.01","prueba COS JSR 20.01",Urgente,SI,"2024-01-20 00:00:00","2024-01-23 00:00:00",,,,,,,-,false,,,,,,false,2024-01-20,,,,,,,,,,,,
WO,1884,WO-1884,,,-,,,,SPA-SG,9154,SPA-SG09154,"System Administrator",Cerrado,"2023-11-14 18:29:57","2023-11-15 12:21:17",2310450617748_SG9154.PDF,2310450617748_SG9154.PDF,"Revision (MTO)",NO,,,,,,,LO,6053,LO-006053,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2993,WO-2993,,,-,,,,SPA-BA,412,SPA-BA00412,"System Administrator",Cerrado,"2023-11-14 18:56:02","2023-11-15 12:12:35","220951423914_REVISION_ANUAL_CT_BA0412_2021.PDF","220951423914_REVISION_ANUAL_CT_BA0412_2021.PDF","Revision (MTO)",NO,,,,,,,LO,429,LO-000429,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3423,WO-3423,,,-,,,,SPA-GU,9330,SPA-GU09330,"System Administrator",Cerrado,"2023-11-14 19:05:49","2023-11-15 12:20:21","2710583419283_GU9330-TOTEM.PDF","2710583419283_GU9330-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,2828,LO-002828,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4358,WO-4358,,,-,,,,SPA-PO,6637,SPA-PO06637,"System Administrator",Cerrado,"2024-01-18 17:42:11","2024-01-18 18:05:14",0515093927040_PO6637.PDF,0515093927040_PO6637.PDF,"Inspecciones (OCA)",NO,,,,,,,LO,5604,LO-005604,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3536,WO-3536,,,-,,,,SPA-OR,8985,SPA-OR08985,"System Administrator",Cerrado,"2023-11-14 19:08:25","2023-11-15 12:14:03",0810194611861_OR8985.PDF,0810194611861_OR8985.PDF,"Revision (MTO)",NO,,,,,,,LO,5130,LO-005130,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2540,WO-2540,,,-,,,,SPA-PO,6639,SPA-PO06639,"System Administrator",Cerrado,"2023-11-14 18:45:37","2023-11-15 12:22:59","2112311117282_PO6639-REVISION__MTO_-21-04-2020.PDF","2112311117282_PO6639-REVISION__MTO_-21-04-2020.PDF","Revision (MTO)",NO,,,,,,,LO,5605,LO-005605,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4582,WO-4582,SAR,241,SAR-000241,SPA-CX,201,SPA-CX00201,,,,"DNO Accesos",Abierto,"2024-01-29 14:07:26","2024-01-29 14:12:56","442877 CX0201","Certificación Radioeléctrica de antenas de telefonía. No se realizan trabajos de altura, tensión, obra, ni que conlleve riesgo a terceros.  No se accede a sala, se accede a la cubierta donde se emplaza la antena","Inspección Preventiva",NO,,,,,,,,,-,false,,,,,,false,2024-01-29,,,,,,,,,,,,
WO,1921,WO-1921,,,-,,,,SPA-AB,6318,SPA-AB06318,"System Administrator",Cerrado,"2023-11-14 18:30:50","2023-11-15 12:10:00","0709471726209_AB6318_INFORME_REVISION_EL_BONILLO_2021.DOC","0709471726209_AB6318_INFORME_REVISION_EL_BONILLO_2021.DOC","Revision (MTO)",NO,,,,,,,LO,65,LO-000065,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4500,WO-4500,SAR,162,SAR-000162,SPA-OX,1210,SPA-OX01210,,,,"DNO Accesos",Abierto,"2024-01-26 14:42:23","2024-01-26 14:46:11","443142   OX1210","Certificación Radioeléctrica de antenas de Telefonía + Reportaje fotográfico.","Inspección Preventiva",NO,,,,,,,,,-,false,,,,,,false,2024-01-26,,,,,,,,,,,,
WO,3966,WO-3966,,,-,,,,SPA-GU,9120,SPA-GU09120,"System Administrator",Cerrado,"2024-01-18 17:32:59","2024-01-18 18:01:14","191307436435_GU9120-REV_MTO_29-03-2023.PDF","191307436435_GU9120-REV_MTO_29-03-2023.PDF","Revision (MTO)",NO,,,,,,,LO,2764,LO-002764,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,2716,WO-2716,,,-,,,,SPA-JX,8511,SPA-JX08511,"System Administrator",Cerrado,"2023-11-14 18:49:35","2023-11-15 12:08:19","2112312526919_JX8511-INSPECCION__OCA_-01-07-2020.PDF","2112312526919_JX8511-INSPECCION__OCA_-01-07-2020.PDF","Inspecciones (OCA)",NO,,,,,,01.07.2023,LO,3340,LO-003340,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2375,WO-2375,,,-,,,,SPA-CR,3034,SPA-CR03034,"System Administrator",Cerrado,"2023-11-14 18:41:42","2023-11-15 12:11:10","2112304828773_CR3034-REVISION__MTO_-11-02-2019.PDF","2112304828773_CR3034-REVISION__MTO_-11-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,1712,LO-001712,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4263,WO-4263,,,-,,,,SPA-ZA,6982,SPA-ZA06982,"System Administrator",Cerrado,"2024-01-18 17:40:04","2024-01-18 18:04:18",1611040626336_ZA6982.PDF,1611040626336_ZA6982.PDF,"Inspecciones (OCA)",NO,,,,,,,LO,7652,LO-007652,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4622,WO-4622,SAR,291,SAR-000291,SPA-BX,19,SPA-BX00019,,,,"DNO Accesos",Abierto,"2024-01-30 10:10:44","2024-01-30 10:15:50","444437   BX0019","Ampliación de las bandas altas para aumento de capacidad. Adjunto CAP con los rabajos detallados. Trabajadores correctamente acreditados en UCAGECI.","Inspección Preventiva",NO,,,,,,,,,-,false,,,,,,false,2024-01-30,,,,,,,,,,,,
WO,2200,WO-2200,,,-,,,,SPA-ZA,6993,SPA-ZA06993,"System Administrator",Cerrado,"2023-11-14 18:37:33","2023-11-15 12:18:55","211230315006_ZA6993-REVISION__MTO_-08-07-2019.PDF","211230315006_ZA6993-REVISION__MTO_-08-07-2019.PDF","Revision (MTO)",NO,,,,,,,LO,7657,LO-007657,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3311,WO-3311,,,-,,,,SPA-LE,1501,SPA-LE01501,"System Administrator",Cerrado,"2023-11-14 19:03:15","2023-11-15 12:19:28","281541154089_PARTE_INCIDENCIA.PDF","281541154089_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,3437,LO-003437,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2572,WO-2572,,,-,,,,SPA-LE,1951,SPA-LE01951,"System Administrator",Cerrado,"2023-11-14 18:46:20","2023-11-15 12:13:34","2112311421138_LE1951-INSPECCION__OCA_-11-08-2020.PDF","2112311421138_LE1951-INSPECCION__OCA_-11-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,11.08.2023,LO,3502,LO-003502,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4833,WO-4833,SAR,504,SAR-000504,SPA-LE,111,SPA-LE00111,,,,"DNO Accesos",Abierto,"2024-02-01 12:39:13","2024-02-01 12:42:17","445074  LE0111","IRR- Acceso-2024-02-01-0007-  EQUIPOS CAIDOS",Urgente,NO,,,,,,,,,-,false,,,,,,false,2024-02-01,,,,,,,,,,,,
WO,2952,WO-2952,,,-,,,,SPA-HX,9803,SPA-HX09803,"System Administrator",Cerrado,"2023-11-14 18:55:05","2023-11-15 12:07:39","221403538332_REVISION_ANUAL_CT_HX9803_2021.PDF","221403538332_REVISION_ANUAL_CT_HX9803_2021.PDF","Revision (MTO)",NO,,,,,,,LO,2994,LO-002994,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2119,WO-2119,,,-,,,,SPA-CU,8516,SPA-CU08516,"System Administrator",Cerrado,"2023-11-14 18:35:35","2023-11-15 12:09:39","211230247905_CU8516-REVISION__MTO_-15-03-2018.PDF","211230247905_CU8516-REVISION__MTO_-15-03-2018.PDF","Revision (MTO)",NO,,,,,,,LO,2030,LO-002030,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2176,WO-2176,,,-,,,,SPA-BU,4147,SPA-BU04147,"System Administrator",Cerrado,"2023-11-14 18:36:57","2023-11-15 12:21:09","211230273652_BU4147-REVISION__MTO_-08-08-2019.PDF","211230273652_BU4147-REVISION__MTO_-08-08-2019.PDF","Revision (MTO)",NO,,,,,,,LO,660,LO-000660,false,,,,,,false,2023-11-14,,,,,,,,,,,,
